simulation,height1,width1,height2,width2,numbFPspecies,days,years,TOTALN,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,initial_perc_FP_cover,initial_perc_FP_cells_occupied,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,cVNUptMax_SAV,cNDMax_SAV,cNDMin_SAV,cAffNUpt_SAV,rNDnew_SAV,rNDold_SAV,cVNUptMax_FP,cNDMax_FP,cNDMin_FP,cAffNUpt_FP,rNDnew_FP,rNDold_FP,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,scenario
437,3,133,1,1,1,120,4,5,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
438,3,133,1,1,1,120,4,5,15,15,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
439,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
440,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
441,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
442,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
443,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
444,3,133,1,1,1,120,4,5,15,15,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
445,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
446,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
447,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
448,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
449,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
450,3,133,1,1,1,120,4,5,15,15,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
451,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
452,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
453,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
454,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
455,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
456,3,133,1,1,1,120,4,5,15,15,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
457,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
458,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
459,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
460,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
461,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
462,3,133,1,1,1,120,4,5,30,30,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
463,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
464,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
465,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
466,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
467,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
468,3,133,1,1,1,120,4,5,30,30,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
469,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
470,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
471,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
472,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
473,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
474,3,133,1,1,1,120,4,5,30,30,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
475,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
476,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
477,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
478,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
479,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
480,3,133,1,1,1,120,4,5,30,30,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
481,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
482,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
483,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
484,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
485,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
486,3,133,1,1,1,120,4,6,1,1,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
487,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
488,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
489,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
490,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
491,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
492,3,133,1,1,1,120,4,6,1,1,5,5,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
493,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
494,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
495,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
496,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
497,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
498,3,133,1,1,1,120,4,6,1,1,15,15,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A2
499,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
500,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A2
501,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
502,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A2
503,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
504,3,133,1,1,1,120,4,6,1,1,30,30,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.7,0.1,0.1,up,600,10,A1
505,3,133,1,1,1,120,4,6,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
506,3,133,1,1,1,120,4,6,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,all,600,10,A1
507,3,133,1,1,1,120,4,6,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.01,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
508,3,133,1,1,1,120,4,6,5,5,1,1,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.07,0.05,0.02,0.02,0.045,0.05,0.07,0.1,0.03,0.02,0.09,0.1,0.1,0.1,0,0,0,0.5,0.5,0.1,0.1,0.1,0.7,right,600,10,A1
