"height","width","timesteps","years","TOTALN","TOTALP","loss","thresholdtomove","maxthresholdtomove","maxamounttomove","numbspecies","initial01cells","initial02cells","initial03cells","initial04cells","initial01totmass","initial02totmass","initial03totmass","initial04totmass","maxrgr01","maxrgr02","maxrgr03","maxrgr04","overwinter01","overwinter02","overwinter03","overwinter04","halfsatB01","halfsatB02","halfsatB03","halfsatB04","halfsatN01","halfsatN02","halfsatN03","halfsatN04","halfsatP01","halfsatP02","halfsatP03","halfsatP04","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakeP01","uptakeP02","uptakeP03","uptakeP04","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover"
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4323621604627
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4303486324256
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.429146045757
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4317673416121
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.9,1,75.592497667509
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5941309161053
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5929867824875
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5918407860952
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5949292035692
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5946182446415
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.592643317918
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.9,1,76.4280988190085
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4290000654829
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4292682280088
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4294836513356
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4284323055984
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4308979342226
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4284335137502
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.9,1,76.82031053213
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8191808259086
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8181250751477
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8182848868508
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8202806209864
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8212581890933
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8182312384719
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.9,1,77.008321548821
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0070761191293
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0081702208433
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0066503562756
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0080214160665
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0078069245556
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0081776023443
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0,1,69.9335342587813
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.1,1,69.9355975900647
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.1,1,69.9332108123136
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.1,1,69.9293852860509
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.2,1,69.9347897536048
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.2,1,69.9279988422447
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.2,1,69.9309149375629
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,0.9,1,74.4305729289489
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4284924227877
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4320849665191
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4311423852749
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4318840305539
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4311868639793
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,74.4333044171895
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5953196248893
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5939881982035
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5944815417223
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5920791725394
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5925297263666
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5932737035715
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,75.5926390304431
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4305734720161
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.429010788621
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.429142950735
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4284394117808
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.430373902005
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4278225883994
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.4283300345158
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8195881544733
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8181992648047
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8219657363366
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8196708245906
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8205513786049
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8205476206936
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,76.8202849023779
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0095965956117
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0078722073737
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0087131357499
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.007583364784
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0085509362438
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0070359095862
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.005,0,0,0,0.00125,0,0,0,1,1,77.0061365245942
20,20,150,10,1,0.25,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1836584601882
20,20,150,10,1,0.25,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1843829296924
20,20,150,10,2,0.5,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,70.4815587579515
20,20,150,10,2,0.5,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,70.4859697822119
20,20,150,10,3,0.75,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,74.5317950649449
20,20,150,10,3,0.75,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,74.5326274825176
20,20,150,10,5,1.25,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.1571101025271
