"height","width","timesteps","years","TOTALN","TOTALP","loss","thresholdtomove","maxthresholdtomove","maxamounttomove","numbspecies","initial01cells","initial02cells","initial03cells","initial04cells","initial01totmass","initial02totmass","initial03totmass","initial04totmass","maxrgr01","maxrgr02","maxrgr03","maxrgr04","overwinter01","overwinter02","overwinter03","overwinter04","halfsatB01","halfsatB02","halfsatB03","halfsatB04","halfsatN01","halfsatN02","halfsatN03","halfsatN04","halfsatP01","halfsatP02","halfsatP03","halfsatP04","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakeP01","uptakeP02","uptakeP03","uptakeP04","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover"
20,20,150,10,5,1.25,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.1557601391818
20,20,150,10,7.5,1.875,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.7176128230229
20,20,150,10,7.5,1.875,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.7143019713672
20,20,150,10,10,2.5,0.05,25,100,5,1,20,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.9517638984015
20,20,150,10,10,2.5,0.05,25,100,5,1,20,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.9515659512651
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.184037531305
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1848353209441
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1855677125407
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1872870581904
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1883496559218
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1881311887958
20,20,150,10,1,0.25,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1884900500701
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,70.4806685726064
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,70.4837093613015
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4802881163502
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4815177963352
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.480531162105
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.482412310332
20,20,150,10,2,0.5,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4812570179882
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,74.5316803570452
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5312271232185
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5324793452327
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5319938120655
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5317859035075
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5323851274142
20,20,150,10,3,0.75,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5349058386685
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.1558610075036
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1567994177858
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1564750716647
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.154463624457
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1544174498898
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1539960537184
20,20,150,10,5,1.25,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.155019868027
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.7132559139999
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7123824356522
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7131311424709
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7141452723873
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7124427891259
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7153481078256
20,20,150,10,7.5,1.875,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7141611920641
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,76.9536032928674
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9511548866831
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9531547605871
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.952611498867
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9509690473236
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9523660572771
20,20,150,10,10,2.5,0.05,25,100,5,1,200,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9527735551878
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1833356981743
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.1845827122463
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0,0,44.185584406971
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1866842907041
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1869947640619
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1876664261444
20,20,150,10,1,0.25,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.1,0.1,44.1880068558821
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,70.4835248319638
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4809617156113
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.482839299411
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4811258306058
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.48326308298
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4817383471616
20,20,150,10,2,0.5,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,70.4810827081392
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,0.9,1,74.5338239952819
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5330074417946
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5307898441557
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5331362776364
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5341279691896
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5311154054262
20,20,150,10,3,0.75,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,74.5350987336829
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1552251787628
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1542797758121
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1575991454022
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1563816345618
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1524178031661
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1520246555753
20,20,150,10,5,1.25,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.1542538420115
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7147589659661
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7157006307189
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.713081029891
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7144421484142
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7135540743439
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.7140134376441
20,20,150,10,7.5,1.875,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.714162955235
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9528442298484
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9536078073344
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9507841501071
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.95153759573
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.952372153009
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.9532613686412
20,20,150,10,10,2.5,0.05,25,100,5,1,400,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.02,0,0,0,0.005,0,0,0,1,1,76.953046930057
