height,width,area,shape,HtoW,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,N_to_P,timesteps,years,TOTALN,TOTALP,lossSAV,lossFP,minthresholdtomoveSAV,maxthresholdtomoveSAV,maxamounttomoveSAV,minthresholdtomoveFP,maxthresholdtomoveFP,maxamounttomoveFP,numbFPspecies,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,halfsatBSAV,halfsatB01,halfsatB02,halfsatB03,halfsatB04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,halfsatPSAV,halfsatP01,halfsatP02,halfsatP03,halfsatP04,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,lightlimitation,shadingbyFP,lightattenuation,propyears_prop_daysFP_abovehalf,avg_avg_FPcover,avg_max_FPcover,avg_firstdayFP,propyears_avgSAVcover_abovethreshold,propyears_prop_daysSAV_abovehalf,avg_avg_SAVcover,avg_max_SAVcover,avg_firstdaySAV
20,20,400,square,1,50,50,100,25,25,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,200,100,0,0,0,20000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.49E-12,9.78E-12,NA,1,1,77.73337402,81.70820247,14
20,20,400,square,1,25,25,100,25,25,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,100,100,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.33E-12,8.75E-12,NA,1,1,77.73259818,81.70803684,14
20,20,400,square,1,1,1,100,25,25,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,4,100,0,0,0,400,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,2.69E-11,1.77E-10,NA,0.9,0.9,77.7327905,81.70900095,14
20,20,400,square,1,99,99,100,1,1,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,4.70E-09,3.09E-08,NA,1,1,77.73390845,81.70902573,14
20,20,400,square,1,75,75,100,1,1,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,300,4,0,0,0,30000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.40E-13,9.18E-13,NA,1,1,77.7334842,81.70795127,14
20,20,400,square,1,50,50,100,1,1,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,200,4,0,0,0,20000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,5.37E-14,3.53E-13,NA,1,1,77.73404627,81.70913403,14
20,20,400,square,1,25,25,100,1,1,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,100,4,0,0,0,10000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,5.27E-14,3.47E-13,NA,1,1,77.73341822,81.70838167,14
20,20,400,square,1,1,1,100,1,1,100,4,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,4,4,0,0,0,400,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.04E-12,6.85E-12,NA,0.9,0.9,77.73363741,81.7083725,14
20,20,400,square,1,99,99,100,99,99,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,396,0,0,0,39600,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.36E-08,4.80E-07,NA,0.9,0.9,77.73312116,81.70786626,14
20,20,400,square,1,75,75,100,99,99,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,300,396,0,0,0,30000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.33E-08,4.77E-07,NA,0.9,0.9,77.73347325,81.70800004,14
20,20,400,square,1,50,50,100,99,99,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,396,0,0,0,20000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,4.71E-10,3.07E-09,NA,1,1,77.73346795,81.70831113,14
20,20,400,square,1,25,25,100,99,99,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,100,396,0,0,0,10000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.31E-10,8.54E-10,NA,0.9,1,77.73275967,81.70649595,14
20,20,400,square,1,1,1,100,99,99,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,4,396,0,0,0,400,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,1.49E-07,9.73E-07,NA,0.8,0.8,77.73306114,81.70842043,14
20,20,400,square,1,99,99,100,75,75,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,300,0,0,0,39600,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.36E-08,4.79E-07,NA,0.9,0.9,77.73330231,81.70862379,14
20,20,400,square,1,75,75,100,75,75,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,300,300,0,0,0,30000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.33E-08,4.78E-07,NA,0.9,0.9,77.73357367,81.7068406,14
20,20,400,square,1,50,50,100,75,75,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,300,0,0,0,20000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,4.50E-10,2.93E-09,NA,1,1,77.73409636,81.70895032,14
20,20,400,square,1,25,25,100,75,75,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,100,300,0,0,0,10000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.19E-10,7.76E-10,NA,0.9,1,77.73343787,81.70753273,14
20,20,400,square,1,1,1,100,75,75,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,4,300,0,0,0,400,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,1.95E-08,1.27E-07,NA,0.9,0.9,77.73333555,81.70736954,14
20,20,400,square,1,99,99,100,50,50,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,200,0,0,0,39600,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.34E-08,4.78E-07,NA,0.9,0.9,77.73432828,81.70850324,14
20,20,400,square,1,75,75,100,50,50,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,300,200,0,0,0,30000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.33E-08,4.78E-07,NA,0.9,0.9,77.73298999,81.7071199,14
20,20,400,square,1,50,50,100,50,50,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,3.38E-10,2.20E-09,NA,1,1,77.7333575,81.70693254,14
20,20,400,square,1,25,25,100,50,50,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,100,200,0,0,0,10000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.02E-10,6.62E-10,NA,0.9,1,77.73310626,81.70825719,14
20,20,400,square,1,1,1,100,50,50,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,4,200,0,0,0,400,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,5.21E-09,3.40E-08,NA,0.9,0.9,77.73261034,81.70659421,14
20,20,400,square,1,99,99,100,25,25,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,100,0,0,0,39600,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.32E-08,4.77E-07,NA,0.9,0.9,77.73346224,81.70990875,14
20,20,400,square,1,75,75,100,25,25,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,300,100,0,0,0,30000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.29E-08,4.75E-07,NA,0.9,0.9,77.73309176,81.70965384,14
20,20,400,square,1,50,50,100,25,25,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,100,0,0,0,20000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,9.41E-11,6.14E-10,NA,1,1,77.73347018,81.70884419,14
20,20,400,square,1,25,25,100,25,25,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,100,100,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,5.06E-11,3.30E-10,NA,1,1,77.73304712,81.70725926,14
20,20,400,square,1,1,1,100,25,25,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,4,100,0,0,0,400,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,1.44E-07,9.38E-07,NA,0.8,0.8,77.73344073,81.70786194,14
20,20,400,square,1,99,99,100,1,1,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,7.30E-08,4.76E-07,NA,1,1,77.73336934,81.70813337,14
20,20,400,square,1,75,75,100,1,1,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,300,4,0,0,0,30000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,6.83E-08,4.45E-07,NA,1,1,77.73370463,81.70927832,14
20,20,400,square,1,50,50,100,1,1,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,4,0,0,0,20000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.81E-12,1.18E-11,NA,1,1,77.73287011,81.70785801,14
20,20,400,square,1,25,25,100,1,1,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,100,4,0,0,0,10000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.52E-12,9.88E-12,NA,1,1,77.73403083,81.70988375,14
20,20,400,square,1,1,1,100,1,1,100,4,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,4,4,0,0,0,400,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,9.07E-11,5.91E-10,NA,0.9,0.9,77.73261728,81.70715233,14
20,20,400,square,1,99,99,100,99,99,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,396,0,0,0,39600,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.06E-07,4.56E-06,NA,0.9,0.9,77.73336861,81.7080375,14
20,20,400,square,1,75,75,100,99,99,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,300,396,0,0,0,30000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.05E-07,4.55E-06,NA,0.9,0.9,77.73293121,81.70779081,14
20,20,400,square,1,50,50,100,99,99,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,396,0,0,0,20000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.94E-07,4.48E-06,NA,0.9,0.9,77.73392702,81.70953616,14
20,20,400,square,1,25,25,100,99,99,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,100,396,0,0,0,10000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,3.19E-09,2.06E-08,NA,0.9,1,77.73357311,81.70902165,14
20,20,400,square,1,1,1,100,99,99,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,4,396,0,0,0,400,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,4.21E-05,0.000271765,NA,0.8,0.8,77.73363601,81.70861955,14
20,20,400,square,1,99,99,100,75,75,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,300,0,0,0,39600,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.06E-07,4.56E-06,NA,0.9,0.9,77.73327354,81.70769431,14
20,20,400,square,1,75,75,100,75,75,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,300,300,0,0,0,30000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.05E-07,4.55E-06,NA,0.9,0.9,77.73343332,81.70890914,14
20,20,400,square,1,50,50,100,75,75,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,300,0,0,0,20000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.93E-07,4.47E-06,NA,0.9,0.9,77.73284951,81.70684193,14
20,20,400,square,1,25,25,100,75,75,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,100,300,0,0,0,10000,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,2.74E-09,1.77E-08,NA,0.9,1,77.73324636,81.70745535,14
20,20,400,square,1,1,1,100,75,75,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,4,300,0,0,0,400,30000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,2.65E-06,1.71E-05,NA,0.8,0.8,77.73316979,81.70880727,14
20,20,400,square,1,99,99,100,50,50,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,200,0,0,0,39600,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.05E-07,4.55E-06,NA,0.9,0.9,77.73300137,81.70911133,14
20,20,400,square,1,75,75,100,50,50,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,300,200,0,0,0,30000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.05E-07,4.55E-06,NA,0.9,0.9,77.73254422,81.70730662,14
20,20,400,square,1,50,50,100,50,50,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.93E-07,4.47E-06,NA,0.9,0.9,77.73291141,81.70711954,14
20,20,400,square,1,25,25,100,50,50,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,100,200,0,0,0,10000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,2.45E-09,1.58E-08,NA,0.9,1,77.73355275,81.70929642,14
20,20,400,square,1,1,1,100,50,50,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,4,200,0,0,0,400,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,2.94E-06,1.90E-05,NA,0.8,0.8,77.73446419,81.7094744,14
20,20,400,square,1,99,99,100,25,25,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,100,0,0,0,39600,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.05E-07,4.55E-06,NA,0.9,0.9,77.73344998,81.70805811,14
20,20,400,square,1,75,75,100,25,25,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,300,100,0,0,0,30000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,7.04E-07,4.54E-06,NA,0.9,0.9,77.73354038,81.7081232,14
20,20,400,square,1,50,50,100,25,25,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,100,0,0,0,20000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.92E-07,4.46E-06,NA,0.9,0.9,77.73388624,81.70947432,14
20,20,400,square,1,25,25,100,25,25,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,100,100,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.58E-09,1.02E-08,NA,0.9,1,77.733878,81.70881035,14
20,20,400,square,1,1,1,100,25,25,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,4,100,0,0,0,400,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,2.58E-06,1.67E-05,NA,0.8,0.8,77.73337163,81.70815031,14
20,20,400,square,1,99,99,100,1,1,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,6.69E-07,4.32E-06,NA,1,1,77.73359725,81.70832128,14
20,20,400,square,1,75,75,100,1,1,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,300,4,0,0,0,30000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,6.98E-07,4.51E-06,NA,1,1,77.73265153,81.70632435,14
20,20,400,square,1,50,50,100,1,1,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,4,0,0,0,20000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,3.51E-07,2.27E-06,NA,1,1,77.73381833,81.70744092,14
20,20,400,square,1,25,25,100,1,1,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,100,4,0,0,0,10000,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,3.59E-11,2.32E-10,NA,1,1,77.73381175,81.70793812,14
20,20,400,square,1,1,1,100,1,1,100,4,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,4,4,0,0,0,400,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,1.19E-05,7.70E-05,NA,0.8,0.8,77.73286877,81.70770837,14
20,20,400,square,1,99,99,100,99,99,100,4,150,10,4,1,0.05,0.05,50,100,5,50,100,5,1,396,396,0,0,0,39600,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.04E-06,3.91E-05,NA,0.9,0.9,77.73371285,81.70780085,14
20,20,400,square,1,75,75,100,99,99,100,4,150,10,4,1,0.05,0.05,50,100,5,50,100,5,1,300,396,0,0,0,30000,39600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,6.04E-06,3.91E-05,NA,0.9,0.9,77.73344224,81.70858049,14
