"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.5000181696199,85,139,0.926666666666667,1,32200.007267848
2,76.4798005448806,82.0335622346437,134,0.893333333333333,18,30591.9202179523
3,76.4503836917482,82.0234592139489,134,0.893333333333333,18,30580.1534766993
4,76.4524560196631,82.0195448739122,134,0.893333333333333,18,30580.9824078652
5,76.4553686618661,82.0277991162118,134,0.893333333333333,18,30582.1474647464
6,76.4601112201628,82.0280216210408,134,0.893333333333333,18,30584.0444880651
7,76.4583732121563,82.0187706032916,134,0.893333333333333,18,30583.3492848625
8,76.4550743137118,82.032941962914,134,0.893333333333333,18,30582.0297254847
9,76.4602971572356,82.0425858006907,134,0.893333333333333,18,30584.1188628942
10,76.4541898497414,82.016276523947,134,0.893333333333333,18,30581.6759398966
11,8.19850426160234,8.19850426160234,0,0,NA,3279.40170464094
