"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,30.0342105263158,0,0,NA
2,70.0515789473684,57,0.76,20
3,73.0042105263158,58,0.773333333333333,17
4,71.3278947368421,58,0.773333333333333,19
5,72.3473684210526,59,0.786666666666667,18
6,73.5752631578947,59,0.786666666666667,18
7,73.9763157894737,59,0.786666666666667,18
8,71.2789473684211,60,0.8,17
9,73.7436842105263,60,0.8,17
10,74.15,61,0.813333333333333,16
11,8.76,0,0,NA
