"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,30.1767109403707,33.6556808158216,0,0,NA,12070.6843761483
2,25.790439701293,27.1623125241686,0,0,NA,10316.1758805172
3,25.0315547583802,26.5310867270995,0,0,NA,10012.6219033521
4,24.957287413693,26.4666715972369,0,0,NA,9982.9149654772
5,24.9500226605571,26.4604394621727,0,0,NA,9980.00906422282
6,24.9492835997472,26.4597501173673,0,0,NA,9979.71343989887
7,24.9492138322988,26.4596856931762,0,0,NA,9979.68553291952
8,24.9492014492281,26.4596744066851,0,0,NA,9979.68057969123
9,24.9492009466752,26.4596686571618,0,0,NA,9979.68037867007
10,24.9492030992383,26.4596771608152,0,0,NA,9979.68123969533
11,2.64582043184311,2.64582043184311,0,0,NA,1058.32817273724
