"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,1.19551169590643,0,0,NA
2,7.25008771929825,0,0,NA
3,17.0152777777778,0,0,NA
4,27.6880409356725,0,0,NA
5,39.4666666666667,0,0,NA
6,49.4850584795322,0,0,NA
7,58.8313157894737,25,0.333333333333333,27
8,66.4841374269006,47,0.626666666666667,20
9,70.7204239766082,59,0.786666666666667,18
10,72.9704093567251,60,0.8,17
11,7.88666666666667,0,0,NA
