"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,66.8958906783754,80.0930763763481,115,0.766666666666667,37,26758.3562713502
2,74.5290603179733,80.366390430049,132,0.88,20,29811.6241271893
3,74.5350407913097,80.365688518691,132,0.88,20,29814.0163165239
4,74.5309468133466,80.3674116636209,132,0.88,20,29812.3787253386
5,74.5262314928107,80.3573964813175,132,0.88,20,29810.4925971243
6,74.5333140502605,80.3620633797153,132,0.88,20,29813.3256201042
7,74.5335070776946,80.3578636229653,132,0.88,20,29813.4028310778
8,74.5320857998472,80.3605561934866,132,0.88,20,29812.8343199389
9,74.5321521730155,80.3599894626517,132,0.88,20,29812.8608692062
10,74.5335250923412,80.3722592017623,132,0.88,20,29813.4100369365
11,8.03422323924795,8.03422323924795,0,0,NA,3213.68929569918
