"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,48.5449588517487,52.1487406942236,0,0,NA,19417.9835406995
2,44.6715886412493,48.139220074422,0,0,NA,17868.6354564997
3,44.2278462896944,47.7999895298793,0,0,NA,17691.1385158778
4,44.1884198149222,47.7704370827749,0,0,NA,17675.3679259689
5,44.1853675212867,47.7672778601395,0,0,NA,17674.1470085147
6,44.1843350335342,47.7681472464009,0,0,NA,17673.7340134137
7,44.1835097871007,47.7666404338816,0,0,NA,17673.4039148403
8,44.1845420652004,47.7665950285794,0,0,NA,17673.8168260802
9,44.1832829229457,47.7634281385857,0,0,NA,17673.3131691783
10,44.1843901016189,47.7659518818653,0,0,NA,17673.7560406476
11,4.7763911250956,4.7763911250956,0,0,NA,1910.55645003824
