"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,82.1476676422432,88.0683769254102,66.5502533737487,75,32859.0670568973,26620.1013494995,134,0.893333333333333,18,10,0.0666666666666667,1
2,12.3226847128224,68.5785914709032,73.1821370570973,81.6812040604145,4929.07388512894,29272.8548228389,0,0,NA,123,0.82,29
3,0.00811696847067962,0.0524082666217902,77.7314457378375,81.7070641427407,3.24678738827185,31092.578295135,0,0,NA,138,0.92,14
4,4.92442696766331e-06,3.17929285213156e-05,77.7340236437267,81.7101076846698,0.00196977078706532,31093.6094574907,0,0,NA,138,0.92,14
5,2.98770058313188e-09,1.92894249313503e-08,77.7323804140102,81.7075339948485,1.19508023325275e-06,31092.9521656041,0,0,NA,138,0.92,14
6,1.81266186753669e-12,1.17030165704755e-11,77.733821359683,81.7087049357173,7.25064747014677e-10,31093.5285438732,0,0,NA,138,0.92,14
7,1.09964143284806e-15,7.09946358972025e-15,77.7343154284036,81.7080569989761,4.39856573139225e-13,31093.7261713614,0,0,NA,138,0.92,14
8,6.67076658760605e-19,4.30675059085981e-18,77.7319553278137,81.705231563146,2.66830663504242e-16,31092.7821311255,0,0,NA,138,0.92,14
9,4.04667201779874e-22,2.61259230973697e-21,77.7335736530305,81.7057187005747,1.6186688071195e-19,31093.4294612122,0,0,NA,138,0.92,14
10,2.45518782833423e-25,1.58514101508425e-24,77.7347128453622,81.7115084968765,9.82075131333691e-23,31093.8851381449,0,0,NA,138,0.92,14
11,1.08847926803813e-28,1.08847926803813e-28,8.17003934815129,8.17003934815129,4.35391707215251e-26,3268.01573926052,0,0,NA,0,0,NA
