"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,2.80805921052632,0,0,NA
2,12.2953947368421,0,0,NA
3,26.2858552631579,0,0,NA
4,41.2428289473684,0,0,NA
5,56.2772697368421,14,0.186666666666667,58
6,65.8280921052632,46,0.613333333333333,21
7,71.0731578947368,59,0.786666666666667,18
8,73.1130921052632,60,0.8,17
9,73.3872697368421,60,0.8,17
10,73.324375,60,0.8,17
11,8.0325,0,0,NA
