"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,86.8658091300923,89.2254172529591,49.3250250804849,80,34746.3236520369,19730.010032194,144,0.96,8,7,0.0466666666666667,1
2,85.2367921665678,89.030981050915,37.4883225501412,45.4065018283829,34094.7168666271,14995.3290200565,142,0.946666666666667,10,0,0,NA
3,85.2284939077841,89.0334105223908,37.5100644798058,45.4063494081925,34091.3975631136,15004.0257919223,142,0.946666666666667,10,0,0,NA
4,85.2300044533059,89.0493450834269,37.5095721408611,45.4043252590924,34092.0017813224,15003.8288563444,142,0.946666666666667,10,0,0,NA
5,85.2279544208831,89.0335281145496,37.5096957767328,45.4079666245175,34091.1817683532,15003.8783106931,142,0.946666666666667,10,0,0,NA
6,85.2292102688951,89.0541065214055,37.5103271334587,45.4046005117807,34091.684107558,15004.1308533835,142,0.946666666666667,10,0,0,NA
7,85.2285909168569,89.0412233674323,37.5096213778036,45.4067456850982,34091.4363667428,15003.8485511214,142,0.946666666666667,10,0,0,NA
8,85.2285307564006,89.0354740344481,37.5105472000834,45.4067295541102,34091.4123025603,15004.2188800333,142,0.946666666666667,10,0,0,NA
9,85.229758383454,89.0431574218441,37.509637941283,45.4040349765773,34091.9033533816,15003.8551765132,142,0.946666666666667,10,0,0,NA
10,85.2294467913487,89.0489810556326,37.5094572073336,45.4037247295527,34091.7787165395,15003.7828829334,142,0.946666666666667,10,0,0,NA
11,8.87702301858107,8.87702301858107,4.54037247295527,4.54037247295527,3550.80920743243,1816.14898918211,0,0,NA,0,0,NA
