"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","scenario","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04","final_FP01_yr04","final_FP02_yr04","final_FP03_yr04","final_FP04_yr04"
34,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.91955795978403e-10,1.36090567869296e-09,NA,0.75,0.75,99.9330844815799,100,1,48.3829280111612,99.7906084126733,99.9330572491341,99.9330844815799,40.3905175942065,0.0217390748403456,2.04512329874442e-06,1.91955795978403e-10,6.8962494911413e-13,NA,NA,NA
35,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.49162054960115e-10,2.47544816755849e-09,NA,0.75,0.75,99.933084475485,100,1,39.0064772952196,99.6232937158561,99.933034926979,99.933084475485,50.1419202971288,0.039359619043949,3.7200194811575e-06,3.49162054960115e-10,1.2544078868322e-12,NA,NA,NA
36,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.25137095239697e-12,8.87182294484297e-12,NA,1,1,99.9330844889274,100,1,90.6693050018121,99.9318863277062,99.9330841529484,99.9330844889274,0.734606736621627,0.000142038013490807,1.33322806351351e-08,1.25137095239697e-12,4.49570498725747e-15,NA,NA,NA
37,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,6.28261302216589e-12,4.45417326148108e-11,NA,1,1,99.9330844887973,100,1,88.5048605976705,99.9304476635505,99.9330836869912,99.9330844887973,3.72246254115621,0.000713105745583231,6.69358351511081e-08,6.28261302216589e-12,2.25710646732297e-14,NA,NA,NA
38,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.07784007543335e-11,1.47312267570819e-10,NA,1,1,99.9330844884929,100,1,84.0829962422905,99.9273096137784,99.9330826125137,99.9330844884929,10.5582477427094,0.00235845093813332,2.21375976729424e-07,2.07784007543335e-11,7.46489757651558e-14,NA,NA,NA
39,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,4.95202483564411e-11,3.51082846189692e-10,NA,1,1,99.933084487766,100,1,75.8648522875032,99.9193643176496,99.9330800111308,99.933084487766,22.4112518008367,0.00562040020863064,5.27595614960735e-07,4.95202483564411e-11,1.77907619704361e-13,NA,NA,NA
40,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,8.31343286822407e-11,5.89396008678529e-10,NA,1,0.75,99.933084486857,100,1,70.0879990101047,99.9093161306185,99.9330767435845,99.933084486857,27.5158093145213,0.00943469406811941,8.85724677557919e-07,8.31343286822407e-11,2.98670362580439e-13,NA,NA,NA
41,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,8.24474367880595e-13,5.84526163115838e-12,NA,1,1,99.9330844889638,100,1,93.6572093417156,99.9323773817925,99.9330842896284,99.9330844889638,0.643218707955194,9.35842959555076e-05,8.78406487935215e-09,8.24474367880595e-13,2.96202618451698e-15,NA,NA,NA
42,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.41376474871444e-12,2.42025087508213e-11,NA,1,1,99.9330844889052,100,1,92.5014738117125,99.9317531142436,99.9330840814328,99.9330844889052,2.77187239252675,0.000387490397140265,3.63707256856727e-08,3.41376474871444e-12,1.22643722684364e-14,NA,NA,NA
43,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.33996259302412e-11,9.49990956339807e-11,NA,1,1,99.9330844886939,100,1,89.3073742999077,99.9295672435651,99.9330833353834,99.9330844886939,8.06388325462824,0.00152094138622108,1.42761482536543e-07,1.33996259302412e-11,4.81398141827092e-14,NA,NA,NA
44,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.74111828411128e-11,1.94336587731981e-10,NA,1,1,99.9330844884239,100,1,86.6380290844782,99.9269064127776,99.9330823895427,99.9330844884239,13.6278919369032,0.00311120143063997,2.92042560856158e-07,2.74111828411128e-11,9.84780661319576e-14,NA,NA,NA
45,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,6.00091719478567e-11,4.25445985919211e-10,NA,1,1,99.9330844875439,100,1,77.2302590019747,99.9171715328447,99.9330792266123,99.9330844875439,25.5930890737796,0.00681046022282251,6.39346054383064e-07,6.00091719478567e-11,2.15590375574106e-13,NA,NA,NA
46,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,5.57090956101849e-13,3.94959809258427e-12,NA,1,1,99.9330844889791,100,1,95.2602246055932,99.9325765617675,99.9330843464143,99.9330844889791,0.429558108701704,6.32352927146273e-05,5.93532474932171e-09,5.57090956101849e-13,2.00141819250519e-15,NA,NA,NA
47,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.80923561316056e-12,1.99165890198571e-11,NA,1,1,99.9330844889264,100,1,94.4654641476039,99.9320102682853,99.9330841588528,99.9330844889264,2.10724657159805,0.000318864771164797,2.99299880227034e-08,2.80923561316056e-12,1.00925265463933e-14,NA,NA,NA
48,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,8.96726747505903e-12,6.35750807427418e-11,NA,1,1,99.9330844887994,100,1,91.9932589160501,99.9307045733854,99.9330837111554,99.9330844887994,7.25536535566927,0.00101785674392054,9.55385180559731e-08,8.96726747505903e-12,3.2216017986087e-14,NA,NA,NA
49,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.4818693346769e-11,1.75956659912561e-10,NA,1,1,99.9330844885181,100,1,89.9892368603789,99.9280229243257,99.9330827335907,99.9330844885181,14.4965674090469,0.0028170468204094,2.64421817363349e-07,2.4818693346769e-11,8.9164226836818e-14,NA,NA,NA
50,100,100,5,5,"rectangle",10000,"large",1,1,150,4,2,0.5,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,4.26243467537838e-11,3.02193092158044e-10,NA,1,1,99.9330844880181,100,1,85.3537069507725,99.9224148705326,99.9330809318631,99.9330844880181,19.6141315573591,0.00483785401302478,4.5412572307389e-07,4.26243467537838e-11,1.53133239918791e-13,NA,NA,NA
51,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.64485072809535e-10,1.82350230230739e-09,NA,0.75,0.75,99.9330844812168,100,1,56.3786704382922,99.7413671992341,99.9330561572676,99.9330844812168,10.2784843093202,0.0235763784367122,2.54946481148495e-06,2.64485072809535e-10,9.56983474954169e-13,NA,NA,NA
52,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,5.87935863601437e-09,4.05353189982838e-08,NA,0.75,0.75,99.9330840567729,100,1,32.2573623140278,95.4888441325905,99.9311423709458,99.9330840567729,36.4593377507766,0.401096338691045,5.65911650863453e-05,5.87935863601437e-09,2.1273228061126e-11,NA,NA,NA
53,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.2704177265252,100,3,0,0,0.00192878970504383,0.00513185229183527,NA,5.16987705951693,4.32518512498346,0.462832066150516,0.00192878970504383,88.3476861042967,95.9518842204635,98.6864074715032,99.2704177265252,100,NA,NA,NA
54,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,1,1,100,30,30,100,100,3000,0,0,0,10000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.3481314074626,100,3,0,0,7.92971106181404e-05,0.000241360191312702,NA,1.40281760217624,0.0816620367263149,0.018390137741934,7.92971106181404e-05,94.1891374611692,98.6530407978486,99.2718974291368,99.3481314074626,100,NA,NA,NA
55,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.3947248206388,100,3,0,0,2.93706685055782e-06,9.23240337817349e-06,NA,1.3541229180269,0.108831225647849,0.00107459336282768,2.93706685055782e-06,95.3105773205382,98.4990649244156,99.2697358816418,99.3947248206388,100,NA,NA,NA
56,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.48003639625103e-11,1.02041676767484e-10,NA,1,1,99.9330844885913,100,1,81.686762555564,99.9280031333797,99.9330829435614,99.9330844885913,3.32094816437164,0.00136489472349741,1.42672651655881e-07,1.48003639625103e-11,5.35519960854372e-14,NA,NA,NA
57,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,7.71817336221509e-11,5.32132419377912e-10,NA,1,1,99.9330844874947,100,1,74.4255501957451,99.9160082705968,99.9330790993366,99.9330844874947,14.3015385458253,0.00710789155829325,7.44015594704333e-07,7.71817336221509e-11,2.79265828134332e-13,NA,NA,NA
58,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,6.79706765777995e-10,4.68626401796599e-09,NA,0.75,0.75,99.9330844743974,100,1,47.688063850053,99.6230644516032,99.9330324080355,99.9330844743974,41.7773270586513,0.0610338056213029,6.5520514758909e-06,6.79706765777995e-10,2.45937562413548e-12,NA,NA,NA
59,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,30,30,100,500,3000,0,0,0,50000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0.25,0.25,4.59036464313131e-06,3.16419575430135e-05,NA,0.5,0.5,99.9330418289591,100,1,12.2509789393282,49.4478852009406,99.6766174285301,99.9330418289591,88.1362853649317,46.1195106879802,0.042954757599154,4.59036464313131e-06,1.66096525047491e-08,NA,NA,NA
60,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",1,1,99.3758129348218,100,3,0,0,0.0236284342486762,0.0539110401834326,NA,7.66286035786293,1.86495979529401,0.231795480636259,0.0236284342486762,93.5458024843054,97.3199582845854,99.1143481483588,99.3758129348218,100,NA,NA,NA
61,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.09536770780946e-12,2.13411313985296e-11,NA,1,1,99.9330844889028,100,1,90.3453819255023,99.9316503756952,99.933084068783,99.9330844889028,1.2801852341484,0.000286967823954087,2.98387973025045e-08,3.09536770780946e-12,1.11999353350205e-14,NA,NA,NA
62,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.31425394798863e-11,9.06117425891633e-11,NA,1,1,99.9330844887393,100,1,88.0137893679244,99.9300219480723,99.9330834994734,99.9330844887393,4.86989138303851,0.00121933864095156,1.26691763139707e-07,1.31425394798863e-11,4.75535077596191e-14,NA,NA,NA
63,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,5.22655569983904e-11,3.60346886731434e-10,NA,1,1,99.9330844880624,100,1,80.0706577858709,99.923154566042,99.9330811301485,99.9330844880624,15.7362750516259,0.00482997466075196,5.03830201078121e-07,5.22655569983904e-11,1.89111896888987e-13,NA,NA,NA
64,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.60868071354851e-10,1.10911107837728e-09,NA,0.75,1,99.9330844862576,100,1,69.23374883085,99.9043813985115,99.9330748369098,99.9330844862576,32.1035090534956,0.0148051756294237,1.55073331769089e-06,1.60868071354851e-10,5.82067194800778e-13,NA,NA,NA
65,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,3.0477203570347e-10,2.10126245346755e-09,NA,0.75,0.75,99.9330844838618,100,1,61.1853218012905,99.8703677708705,99.9330664811846,99.9330844838618,42.4243058472171,0.0279268430952873,2.93792680705372e-06,3.0477203570347e-10,1.10275334659556e-12,NA,NA,NA
66,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,1.39779800737989e-12,9.63717199198396e-12,NA,1,1,99.9330844889565,100,1,93.5961056325789,99.9323034014473,99.9330842645067,99.9330844889565,0.653122606604751,0.000129716295011481,1.34745317380594e-08,1.39779800737989e-12,5.05763733740747e-15,NA,NA,NA
67,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,6.97903704078273e-12,4.81172386379118e-11,NA,1,1,99.9330844888686,100,1,92.3009545370348,99.9314394106306,99.9330839595603,99.9330844888686,3.38860633413571,0.000647779432416771,6.72767089567342e-08,6.97903704078273e-12,2.5252173869868e-14,NA,NA,NA
68,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,2.46306617716916e-11,1.69817042340688e-10,NA,1,1,99.9330844885479,100,1,88.4731082576162,99.9281143335992,99.9330828321024,99.9330844885479,9.64436467221321,0.002280554447772,2.37435213741418e-07,2.46306617716916e-11,8.91208557929771e-14,NA,NA,NA
69,100,100,5,5,"rectangle",10000,"large",1,1,150,4,3,0.75,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,3e+05,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,5,"A",0,0,8.53969794519898e-11,5.88772748239666e-10,NA,1,1,99.9330844874917,100,1,78.6344242980152,99.9174440273942,99.9330791336296,99.9330844874917,25.5165554934068,0.00787871821919944,8.23210404401193e-07,8.53969794519898e-11,3.08990962752063e-13,NA,NA,NA
