"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.039371798908,85,139,0.926666666666667,1,32015.7487195632
2,76.1707710431598,81.8793871425393,133,0.886666666666667,19,30468.3084172639
3,76.160241806588,81.8760608480642,133,0.886666666666667,19,30464.0967226352
4,76.1514078856216,81.866998804896,133,0.886666666666667,19,30460.5631542486
5,76.1527084455393,81.8619048418033,133,0.886666666666667,19,30461.0833782157
6,76.154676456931,81.8654642998341,133,0.886666666666667,19,30461.8705827724
7,76.1519958538909,81.8537282132833,133,0.886666666666667,19,30460.7983415564
8,76.1489266347055,81.8513630949466,133,0.886666666666667,19,30459.5706538822
9,76.1600198810407,81.8707473181807,133,0.886666666666667,19,30464.0079524163
10,76.1582372182998,81.865066068206,133,0.886666666666667,19,30463.2948873199
11,8.18474815702703,8.18474815702703,0,0,NA,3273.89926281081
