"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.093666076074,100,138,0.92,1,32037.4664304296
2,76.4314113580929,82.1500147847968,134,0.893333333333333,18,30572.5645432372
3,76.4222484165082,82.1296456947656,134,0.893333333333333,18,30568.8993666033
4,76.4305366250738,82.1421187374477,134,0.893333333333333,18,30572.2146500295
5,76.4268243785997,82.1406625942721,134,0.893333333333333,18,30570.7297514399
6,76.4270204581806,82.1373430456072,134,0.893333333333333,18,30570.8081832722
7,76.4304459221246,82.1441710729388,134,0.893333333333333,18,30572.1783688498
8,76.4280453863002,82.1390796441955,134,0.893333333333333,18,30571.2181545201
9,76.4289971244593,82.1377740167297,134,0.893333333333333,18,30571.5988497837
10,76.4271647015132,82.1340431998948,134,0.893333333333333,18,30570.8658806053
11,8.21161019521417,8.21161019521417,0,0,NA,3284.64407808567
