"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,33.0307265289694,37.0943375698523,0,0,NA,13212.2906115878
2,37.3896732444698,39.7566745036393,0,0,NA,14955.8692977879
3,37.7067230788877,40.0110879165649,0,0,NA,15082.6892315551
4,37.7372585228422,40.0425584063442,0,0,NA,15094.9034091369
5,37.740132326675,40.0458054090052,0,0,NA,15096.05293067
6,37.7409176847272,40.0463578916666,0,0,NA,15096.3670738909
7,37.740554294845,40.0457942151079,0,0,NA,15096.221717938
8,37.7405101543446,40.0459887383517,0,0,NA,15096.2040617379
9,37.7409214957445,40.0463730595748,0,0,NA,15096.3685982978
10,37.7406392014325,40.0464844662328,0,0,NA,15096.255680573
11,4.00173669378495,4.00173669378495,0,0,NA,1600.69467751398
