"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,67,42,0.56,28
2,78.8289473684211,62,0.826666666666667,15
3,70.3552631578947,51,0.68,23
4,74.4210526315789,61,0.813333333333333,15
5,70.6842105263158,49,0.653333333333333,20
6,70.8421052631579,49,0.653333333333333,19
7,72.6052631578947,55,0.733333333333333,21
8,75.8947368421053,59,0.786666666666667,17
9,79.6052631578947,63,0.84,14
10,67.5921052631579,52,0.693333333333333,24
11,2,0,0,NA
